site_name,url,bias_rating,factual_reporting_rating
Project on Government Oversight,www.pogo.org,-4,VERY HIGH
Project Syndicate,www.project-syndicate.org,-2,HIGH
Project Veritas,www.projectveritas.com,30,MIXED
Project Veritas,projectveritas.co.uk,30,MIXED
Propublica,www.propublica.org,-13,HIGH
Prospect Magazine,www.prospectmagazine.co.uk,-11,HIGH
Proud Conservatives,www.conservativesus.party,30,MIXED
Proud Democrat,www.proudemocrat.com,-24,MIXED
Proud Democrat,proudemocrat.co.uk,-24,MIXED
Public Citizen,www.citizen.org,-13,HIGH
Public Interest Legal Foundation,www.publicinterestlegal.org,23,MIXED
Public Policy Polling (PPP),www.publicpolicypolling.com,0,VERY HIGH
Public Policy Polling (PPP),publicpolicypolling.co.uk,0,VERY HIGH
Public Radio International (PRI),www.pri.org,-13,HIGH
Public Religion Research Institute (PRRI),www.prri.org,2,VERY HIGH
PunchingBag Post,www.punchingbagpost.com,13,HIGH
PunchingBag Post,punchingbagpost.co.uk,13,HIGH
PutinTrump.org,www.putintrump.org,-20,HIGH
Quad City Times,www.qctimes.com,-4,HIGH
Quad City Times,qctimes.co.uk,-4,HIGH
Quadrant Magazine,www.quadrant.org.au,27,MIXED
Quartz,www.qz.com,-11,HIGH
Quartz,qz.co.uk,-11,HIGH
Queerty,www.queerty.com,-20,HIGH
Queerty,queerty.co.uk,-20,HIGH
Quillette,www.quillette.com,11,HIGH
Quillette,quillette.co.uk,11,HIGH
R Street Institute,www.rstreet.org,10,HIGH
Rabble.ca,www.rabble.ca,-25,HIGH
Radio Free Asia,www.rfa.org,-7,HIGH
Radio Free Europe / Radio Liberty,www.rferl.org,-2,HIGH
Raleigh News and Observer,www.newsobserver.com,-9,HIGH
Raleigh News and Observer,newsobserver.co.uk,-9,HIGH
Rand Corporation,www.rand.org,-4,HIGH
Rantt Media,www.rantt.com,-19,HIGH
Rantt Media,rantt.co.uk,-19,HIGH
Rapid City Journal,www.rapidcityjournal.com,-3,HIGH
Rapid City Journal,rapidcityjournal.co.uk,-3,HIGH
Rappler,www.rappler.com,-18,MIXED
Rappler,rappler.co.uk,-18,MIXED
Rare News,www.rare.us,9,HIGH
Rasmussen Reports,www.rasmussenreports.com,7,HIGH
Rasmussen Reports,rasmussenreports.co.uk,7,HIGH
RationalWiki,www.rationalwiki.org,-11,HIGH
Raw Progressive,www.rawprogressive.com,-29,MIXED
Raw Progressive,rawprogressive.co.uk,-29,MIXED
Raw Story,www.rawstory.com,-23,MIXED
Raw Story,rawstory.co.uk,-23,MIXED
Reader Supported News (RSN),www.readersupportednews.org,-22,MIXED
Reader’s Digest,www.rd.com,20,MIXED
Reader’s Digest,rd.co.uk,20,MIXED
Reading the Pictures,www.readingthepictures.org,-20,HIGH
Reagan Battalion,www.thereaganbattalion.com,17,MIXED
Reagan Battalion,thereaganbattalion.co.uk,17,MIXED
Real Clear Defense,www.realcleardefense.com,10,HIGH
Real Clear Defense,realcleardefense.co.uk,10,HIGH
Real Clear Investigations,www.realclearinvestigations.com,15,MIXED
Real Clear Investigations,realclearinvestigations.co.uk,15,MIXED
Real Clear Policy,www.realclearpolicy.com,9,HIGH
Real Clear Policy,realclearpolicy.co.uk,9,HIGH
Real Clear Politics,www.realclearpolitics.com,9,HIGH
Real Clear Politics,realclearpolitics.co.uk,9,HIGH
Real News Network,www.therealnews.com,-19,HIGH
Real News Network,therealnews.co.uk,-19,HIGH
RealClearReligion,www.realclearreligion.org,9,HIGH
Reason,www.reason.com,14,HIGH
Reason,reason.co.uk,14,HIGH
Recode,www.recode.net,-1,HIGH
Red Alert Politics,www.redalertpolitics.com,23,MIXED
Red Alert Politics,redalertpolitics.co.uk,23,MIXED
Red Flag News,www.redflagnews.com,30,MIXED
Red Flag News,redflagnews.co.uk,30,MIXED
Red Pepper,www.redpepper.org.uk,-29,HIGH
Red River Valley News,www.valleynewslive.com,8,HIGH
Red River Valley News,valleynewslive.co.uk,8,HIGH
Red State Disaster,www.redstatedisaster.com,-23,HIGH
Red State Disaster,redstatedisaster.co.uk,-23,HIGH
Red Youth,www.redyouth.org,-26,MIXED
Regated News,www.regated.com,29,MIXED
Regated News,regated.co.uk,29,MIXED
Regulation Magazine,www.cato.org,16,MIXED
Relevant Magazine,www.relevantmagazine.com,3,HIGH
Relevant Magazine,relevantmagazine.co.uk,3,HIGH
Religion News Service (RNS),www.religionnews.com,-11,HIGH
Religion News Service (RNS),religionnews.co.uk,-11,HIGH
Remington Research Group,www.remingtonresearchgroup.com,6,HIGH
Remington Research Group,remingtonresearchgroup.co.uk,6,HIGH
RenewedRight.com,www.renewedright.com,29,MIXED
RenewedRight.com,renewedright.co.uk,29,MIXED
Reporters Lab,www.reporterslab.org,-1,VERY HIGH
Reporters Without Borders,www.rsf.org,-5,HIGH
Represent.Us,www.represent.us,-5,HIGH
Republic World,www.republicworld.com,-14,MIXED
Republic World,republicworld.co.uk,-14,MIXED
Republicans Suck,www.republicanssucks.org,-29,MIXED
Resilience (Post Carbon Institute),www.resilience.org,-27,MIXED
Resistance Media,www.resistancemedia.org,24,MIXED
Restore American Glory,www.restoreamericanglory.com,26,HIGH
Restore American Glory,restoreamericanglory.co.uk,26,HIGH
Reuters,www.reuters.com,-3,VERY HIGH
Reuters,reuters.co.uk,-3,VERY HIGH
Revcom.us,www.revcom.us,-29,MIXED
Reveal – Center for Investigative Reporting,www.revealnews.org,-7,HIGH
Reverb Press,www.reverbpress.news,-22,HIGH
Revere Press,www.reverepress.com,-27,HIGH
Revere Press,reverepress.co.uk,-27,HIGH
Revolution News,www.revolution-news.com,-20,HIGH
Revolution News,revolution-news.co.uk,-20,HIGH
Rewire,www.rewire.news,-18,HIGH
Richmond Times-Dispatch,www.richmond.com,10,HIGH
Richmond Times-Dispatch,richmond.co.uk,10,HIGH
Richochet,www.ricochet.com,26,MIXED
Richochet,ricochet.co.uk,26,MIXED
Right Web,www.rightweb.irc-online.org,-13,HIGH
Right Wing Watch,www.rightwingwatch.org,-26,MIXED
Ring of Fire,www.trofire.com,-27,HIGH
Ring of Fire,trofire.co.uk,-27,HIGH
RiverBender.com,www.riverbender.com,-2,HIGH
RiverBender.com,riverbender.co.uk,-2,HIGH
Roanoke Times,www.roanoke.com,-8,HIGH
Roanoke Times,roanoke.co.uk,-8,HIGH
Roll Call,www.rollcall.com,-4,VERY HIGH
Roll Call,rollcall.co.uk,-4,VERY HIGH
Rolling Stone,www.rollingstone.com,-16,HIGH
Rolling Stone,rollingstone.co.uk,-16,HIGH
Ron Paul Liberty Report,www.ronpaullibertyreport.com,21,MIXED
Ron Paul Liberty Report,ronpaullibertyreport.co.uk,21,MIXED
Roosevelt Institute,www.rooseveltinstitute.org,-12,HIGH
RT News,www.rt.com,13,MIXED
RT News,rt.co.uk,13,MIXED
RTE (Radio Television of Ireland),www.rte.ie,-3,HIGH
Rudaw,www.rudaw.net,-10,HIGH
Russia Insider,www.russia-insider.com,17,MIXED
Russia Insider,russia-insider.co.uk,17,MIXED
Russian Media Monitor,www.russialies.com,-5,HIGH
Russian Media Monitor,russialies.co.uk,-5,HIGH
Russian News Agency-TASS,www.tass.com,10,HIGH
Russian News Agency-TASS,tass.co.uk,10,HIGH
Sacramento Bee,www.sacbee.com,-11,HIGH
Sacramento Bee,sacbee.co.uk,-11,HIGH
Salem Radio Network News (SRN News),www.srnnews.com,8,HIGH
Salem Radio Network News (SRN News),srnnews.co.uk,8,HIGH
Salon,www.salon.com,-25,HIGH
Salon,salon.co.uk,-25,HIGH
Salt Lake Tribune,www.sltrib.com,-10,HIGH
Salt Lake Tribune,sltrib.co.uk,-10,HIGH
San Antonio Express-News,www.mysanantonio.com,-9,HIGH
San Antonio Express-News,mysanantonio.co.uk,-9,HIGH
San Bernardino Sun,www.sbsun.com,9,HIGH
San Bernardino Sun,sbsun.co.uk,9,HIGH
San Diego Free Press,www.sandiegofreepress.org,-15,HIGH
San Diego Reader,www.sandiegoreader.com,-14,HIGH
San Diego Reader,sandiegoreader.co.uk,-14,HIGH
San Diego Union Tribune,www.sandiegouniontribune.com,-5,HIGH
San Diego Union Tribune,sandiegouniontribune.co.uk,-5,HIGH
San Francisco Chronicle,www.sfchronicle.com,-14,HIGH
San Francisco Chronicle,sfchronicle.co.uk,-14,HIGH
San Francisco Examiner,www.sfexaminer.com,-13,HIGH
San Francisco Examiner,sfexaminer.co.uk,-13,HIGH
San Francisco Globe,www.sfglobe.com,-11,MIXED
San Francisco Globe,sfglobe.co.uk,-11,MIXED
San Jose Mercury News,www.mercurynews.com,-13,HIGH
San Jose Mercury News,mercurynews.co.uk,-13,HIGH
Santa Barbara Independent,www.independent.com,-12,HIGH
Santa Barbara Independent,independent.co.uk,-12,HIGH
Santa Maria Times,www.santamariatimes.com,2,HIGH
Santa Maria Times,santamariatimes.co.uk,2,HIGH
Sarasota Herald-Tribune,www.heraldtribune.com,-3,HIGH
Sarasota Herald-Tribune,heraldtribune.co.uk,-3,HIGH
Saskatoon StarPhoenix,www.thestarphoenix.com,12,HIGH
Saskatoon StarPhoenix,thestarphoenix.co.uk,12,HIGH
Saudi Gazette,www.saudigazette.com.sa,-8,HIGH
Savannah Morning News,www.savannahnow.com,10,HIGH
Savannah Morning News,savannahnow.co.uk,10,HIGH
Save Jersey,www.savejersey.com,24,HIGH
Save Jersey,savejersey.co.uk,24,HIGH
Sayfie Review,www.sayfiereview.com,-1,HIGH
Sayfie Review,sayfiereview.co.uk,-1,HIGH
Scary Mommy,www.scarymommy.com,-18,HIGH
Scary Mommy,scarymommy.co.uk,-18,HIGH
Science Debate,www.sciencedebate.org,-3,VERY HIGH
Scoopnest,www.scoopnest.com,-1,HIGH
Scoopnest,scoopnest.co.uk,-1,HIGH
ScoopWhoop,www.scoopwhoop.com,-17,MIXED
ScoopWhoop,scoopwhoop.co.uk,-17,MIXED
SCOTUSblog,www.scotusblog.com,-3,HIGH
SCOTUSblog,scotusblog.co.uk,-3,HIGH
Scroll.in,www.scroll.in,-10,HIGH
Seattle Post-Intelligencer,www.seattlepi.com,-13,HIGH
Seattle Post-Intelligencer,seattlepi.co.uk,-13,HIGH
Seattle Times,www.seattletimes.com,-14,HIGH
Seattle Times,seattletimes.co.uk,-14,HIGH
Second Nexus,www.secondnexus.com,-15,MIXED
Second Nexus,secondnexus.co.uk,-15,MIXED
Secure America Now,www.secureamericanow.org,22,MIXED
Sentencing Project,www.sentencingproject.org,-15,HIGH
Sentinel KSMO,www.sentinelksmo.org,28,MIXED
SFGate,www.sfgate.com,-14,HIGH
SFGate,sfgate.co.uk,-14,HIGH
Shadow Proof,www.shadowproof.com,-26,HIGH
Shadow Proof,shadowproof.co.uk,-26,HIGH
Shame Project,www.shameproject.com,-12,HIGH
Shame Project,shameproject.co.uk,-12,HIGH
Shareably,www.shareably.net,0,HIGH
Shareblue,www.shareblue.com,-29,MIXED
Shareblue,shareblue.co.uk,-29,MIXED
Shorenstein Center,www.shorensteincenter.org,-3,HIGH
Silence is Consent,www.silenceisconsent.net,30,MIXED
Simple Politics,www.simplepolitics.co.uk,0,HIGH
Sinclair Broadcast Group,www.sbgi.net,23,MIXED
Sioux City Journal,www.siouxcityjournal.com,-4,HIGH
Sioux City Journal,siouxcityjournal.co.uk,-4,HIGH
Sky News,www.news.sky.com,-12,HIGH
Sky News,news.sky.co.uk,-12,HIGH
Slate,www.slate.com,-23,HIGH
Slate,slate.co.uk,-23,HIGH
SmartNews,www.smartnews.com,-4,MIXED
SmartNews,smartnews.co.uk,-4,MIXED
Smirking Chimp,www.smirkingchimp.com,-22,HIGH
Smirking Chimp,smirkingchimp.co.uk,-22,HIGH
Snopes,www.snopes.com,-3,HIGH
Snopes,snopes.co.uk,-3,HIGH
Socialist Standard,www.worldsocialism.org,-24,HIGH
SocialistWorker.org,www.socialistworker.org,-27,HIGH
SOFREP,www.sofrep.com,11,HIGH
SOFREP,sofrep.co.uk,11,HIGH
Sojourners (Soho),www.sojo.net,-12,HIGH
Sonoran News,www.sonorannews.com,24,MIXED
Sonoran News,sonorannews.co.uk,24,MIXED
SooToday.com,www.sootoday.com,-13,HIGH
SooToday.com,sootoday.co.uk,-13,HIGH
SourceWatch,www.sourcewatch.org,-20,HIGH
South Bend Tribune,www.southbendtribune.com,-4,HIGH
South Bend Tribune,southbendtribune.co.uk,-4,HIGH
South China Morning Post,www.scmp.com,-4,HIGH
South China Morning Post,scmp.co.uk,-4,HIGH
South Florida Sun-Sentinel,www.sun-sentinel.com,8,HIGH
South Florida Sun-Sentinel,sun-sentinel.co.uk,8,HIGH
Southern Poverty Law Center,www.splcenter.org,-11,HIGH
Sparks/CnnTimes,www.cnntimes.online,-29,MIXED
Special Broadcasting Service (SBS),www.sbs.com.au,-8,HIGH
Spectrum News – NY1,www.ny1.com,-3,HIGH
Spectrum News – NY1,ny1.co.uk,-3,HIGH
Spectrum Report,www.spectrumreport.com,-1,MIXED
Spectrum Report,spectrumreport.co.uk,-1,MIXED
Spiegel Online,www.spiegel.de,-11,HIGH
Spiked Magazine,www.spiked-online.com,21,MIXED
Spiked Magazine,spiked-online.co.uk,21,MIXED
Splinter,www.splinternews.com,-27,MIXED
Splinter,splinternews.co.uk,-27,MIXED
Sputnik News,www.sputniknews.com,14,MIXED
Sputnik News,sputniknews.co.uk,14,MIXED
St. Cloud Times,www.sctimes.com,-4,HIGH
St. Cloud Times,sctimes.co.uk,-4,HIGH
St. Louis Post-Dispatch,www.stltoday.com,-10,HIGH
St. Louis Post-Dispatch,stltoday.co.uk,-10,HIGH
St. Paul Pioneer Press,www.twincities.com,-8,HIGH
St. Paul Pioneer Press,twincities.co.uk,-8,HIGH
St. Pete for Peace,www.stpete4peace.org,-19,HIGH
Standpoint Magazine,www.standpointmag.co.uk,29,MIXED
Star-Ledger,www.nj.com,-14,HIGH
Star-Ledger,nj.co.uk,-14,HIGH
Stars and Stripes,www.stripes.com,0,HIGH
Stars and Stripes,stripes.co.uk,0,HIGH
Stat (News),www.statnews.com,-4,HIGH
Stat (News),statnews.co.uk,-4,HIGH
Staten Island Advance,www.silive.com,-11,HIGH
Staten Island Advance,silive.co.uk,-11,HIGH
Statesman Journal,www.statesmanjournal.com,8,HIGH
Statesman Journal,statesmanjournal.co.uk,8,HIGH
StepFeed,www.stepfeed.com,-16,MIXED
StepFeed,stepfeed.co.uk,-16,MIXED
Stimson Center,www.stimson.org,-1,HIGH
Stock News USA,www.stocknewsusa.com,-4,HIGH
Stock News USA,stocknewsusa.co.uk,-4,HIGH
Stocks News Daily,www.stocksnewsdaily.com,-15,MIXED
Stocks News Daily,stocksnewsdaily.co.uk,-15,MIXED
StopFake,www.stopfake.org,-12,HIGH
Strategic Culture Foundation,www.strategic-culture.org,11,HIGH
StrategyPage,www.strategypage.com,2,HIGH
StrategyPage,strategypage.co.uk,2,HIGH
Stratfor,www.stratfor.com,-3,HIGH
Stratfor,stratfor.co.uk,-3,HIGH
Student Daily News,www.studentnewsdaily.com,11,HIGH
Student Daily News,studentnewsdaily.co.uk,11,HIGH
Stuff,www.stuff.co.nz,-9,HIGH
Sunlight Foundation,www.sunlightfoundation.com,-1,VERY HIGH
Sunlight Foundation,sunlightfoundation.co.uk,-1,VERY HIGH
Swarajya,www.swarajyamag.com,11,HIGH
Swarajya,swarajyamag.co.uk,11,HIGH
SWI – Swissinfo.ch,www.swissinfo.ch,-8,HIGH
Syrian Observatory for Human Rights (SOHR),www.syriahr.com,-14,HIGH
Syrian Observatory for Human Rights (SOHR),syriahr.co.uk,-14,HIGH
Syriana Analysis,www.syriana-analysis.com,-19,MIXED
Syriana Analysis,syriana-analysis.co.uk,-19,MIXED
Tablet Magazine,www.tabletmag.com,-14,HIGH
Tablet Magazine,tabletmag.co.uk,-14,HIGH
Taipei Times,www.taipeitimes.com,-4,HIGH
Taipei Times,taipeitimes.co.uk,-4,HIGH
Taiwan News,www.taiwannews.com.tw,-4,HIGH
TakePart,www.takepart.com,-22,HIGH
TakePart,takepart.co.uk,-22,HIGH
Talking Points Memo,www.talkingpointsmemo.com,-21,HIGH
Talking Points Memo,talkingpointsmemo.co.uk,-21,HIGH
Tallahassee Democrat,www.tallahassee.com,7,HIGH
Tallahassee Democrat,tallahassee.co.uk,7,HIGH
Tampa Bay Times,www.tampabay.com,-11,HIGH
Tampa Bay Times,tampabay.co.uk,-11,HIGH
Tampa Tribune,www.tbo.com,13,HIGH
Tampa Tribune,tbo.co.uk,13,HIGH
Task and Purpose,www.taskandpurpose.com,-4,HIGH
Task and Purpose,taskandpurpose.co.uk,-4,HIGH
Tasnim News Agency,www.tasnimnews.com,26,MIXED
Tasnim News Agency,tasnimnews.co.uk,26,MIXED
Tax Foundation,www.taxfoundation.org,7,VERY HIGH
Tax Justice Network,www.taxjustice.net,-11,HIGH
Tax Policy Center,www.taxpolicycenter.org,-8,HIGH
Tea Party News (The Point),www.westernjournalism.com,30,MIXED
Tea Party News (The Point),westernjournalism.co.uk,30,MIXED
Tea Party Patriots,www.teapartypatriots.org,20,HIGH
Tea Party Tribune,www.teapartytribune.com,28,HIGH
Tea Party Tribune,teapartytribune.co.uk,28,HIGH
TechCrunch,www.techcrunch.com,-14,HIGH
TechCrunch,techcrunch.co.uk,-14,HIGH
Techdirt,www.techdirt.com,-14,HIGH
Techdirt,techdirt.co.uk,-14,HIGH
Tehran Times,www.tehrantimes.com,22,MIXED
Tehran Times,tehrantimes.co.uk,22,MIXED
TeleSUR,www.telesurtv.net,-19,MIXED
Texas Monthly,www.texasmonthly.com,-12,HIGH
Texas Monthly,texasmonthly.co.uk,-12,HIGH
Texas Standard,www.texasstandard.org,-2,HIGH
Texas Tribune,www.texastribune.org,-2,HIGH
Tharawat Magazine,www.tharawat-magazine.com,8,HIGH
Tharawat Magazine,tharawat-magazine.co.uk,8,HIGH
That’s Nonsense,www.thatsnonsense.com,-1,HIGH
That’s Nonsense,thatsnonsense.co.uk,-1,HIGH
The Advertiser,www.adelaidenow.com.au,30,MIXED
The Age (Australia),www.theage.com.au,-12,HIGH
The Algemeiner Journal,www.algemeiner.com,14,HIGH
The Algemeiner Journal,algemeiner.co.uk,14,HIGH
The American Cause,www.theamericancause.org,30,MIXED
The American Conservative,www.theamericanconservative.com,11,HIGH
The American Conservative,theamericanconservative.co.uk,11,HIGH
The American Independent Institute,www.americanindependent.com,-23,HIGH
The American Independent Institute,americanindependent.co.uk,-23,HIGH
The American Interest,www.the-american-interest.com,11,HIGH
The American Interest,the-american-interest.co.uk,11,HIGH
The American Prospect,www.prospect.org,-23,HIGH
The Atlantic,www.theatlantic.com,-12,HIGH
The Atlantic,theatlantic.co.uk,-12,HIGH
The Auburn Citizen,www.auburnpub.com,-3,HIGH
The Auburn Citizen,auburnpub.co.uk,-3,HIGH
The Augusta Chronicle,www.chronicle.augusta.com,17,HIGH
The Augusta Chronicle,chronicle.augusta.co.uk,17,HIGH
The Austin Chronicle,www.austinchronicle.com,-20,HIGH
The Austin Chronicle,austinchronicle.co.uk,-20,HIGH
The Australian Financial Review,www.afr.com,2,HIGH
The Australian Financial Review,afr.co.uk,2,HIGH
The Australian,www.theaustralian.com.au,12,HIGH
The Automatic Earth,www.theautomaticearth.com,-9,HIGH
The Automatic Earth,theautomaticearth.co.uk,-9,HIGH
The Baffler,www.thebaffler.com,-13,HIGH
The Baffler,thebaffler.co.uk,-13,HIGH
The Balance,www.thebalance.com,-4,HIGH
The Balance,thebalance.co.uk,-4,HIGH
The Bangkok Post,www.bangkokpost.com,-5,HIGH
The Bangkok Post,bangkokpost.co.uk,-5,HIGH
The Baxter Bulletin,www.baxterbulletin.com,-2,HIGH
The Baxter Bulletin,baxterbulletin.co.uk,-2,HIGH
The Belfer Center for Science and International Affairs,www.belfercenter.org,1,HIGH
The Blacksphere (Kevin Jackson),www.theblacksphere.net,28,MIXED
The Blaze,www.theblaze.com,30,MIXED
The Blaze,theblaze.co.uk,30,MIXED
The Blue Route,www.blue-route.org,-28,MIXED
The Budapest Beacon,www.budapestbeacon.com,-15,HIGH
The Budapest Beacon,budapestbeacon.co.uk,-15,HIGH
The Bureau of Investigative Journalism,www.thebureauinvestigates.com,-4,HIGH
The Bureau of Investigative Journalism,thebureauinvestigates.co.uk,-4,HIGH
The Burning Spear,www.theburningspear.com,-23,HIGH
The Burning Spear,theburningspear.co.uk,-23,HIGH
The California Republican,www.carepublican.com,26,HIGH
The California Republican,carepublican.co.uk,26,HIGH
The Canadian Press,www.thecanadianpress.com,-4,HIGH
The Canadian Press,thecanadianpress.co.uk,-4,HIGH
The Canary (UK),www.thecanary.co,-23,HIGH
The Center on Budget and Policy Priorities,www.cbpp.org,-10,HIGH
The Century Foundation,www.tcf.org,-16,HIGH
The Chicago Reporter,www.chicagoreporter.com,-16,HIGH
The Chicago Reporter,chicagoreporter.co.uk,-16,HIGH
The China Post,www.chinapost.com.tw,-3,HIGH
The Christian Left,www.thechristianleft.org,-15,HIGH
The Chronicle Herald,www.thechronicleherald.ca,11,MIXED
The Chronicle of Higher Education,www.chronicle.com,-2,HIGH
The Chronicle of Higher Education,chronicle.co.uk,-2,HIGH
The Cipher Brief,www.thecipherbrief.com,1,HIGH
The Cipher Brief,thecipherbrief.co.uk,1,HIGH
The Citizen Press,www.thecitizenpress.com,26,MIXED
The Citizen Press,thecitizenpress.co.uk,26,MIXED
The Citizen,www.thecitizen.org.au,-11,HIGH
The Climate Reality Project,www.climaterealityproject.org,-18,HIGH
The College Fix,www.thecollegefix.com,28,MIXED
The College Fix,thecollegefix.co.uk,28,MIXED
The Conservative Nut,www.theconservativenut.gop,22,MIXED
The Conservative Woman,www.conservativewoman.co.uk,30,MIXED
The Conversation,www.theconversation.com,-4,HIGH
The Conversation,theconversation.co.uk,-4,HIGH
The Council of Canadians,www.canadians.org,-13,HIGH
The Courier Mail,www.couriermail.com.au,14,HIGH
The Courier-Journal,www.courier-journal.com,-10,HIGH
The Courier-Journal,courier-journal.co.uk,-10,HIGH
The Daily Banter,www.thedailybanter.com,-23,HIGH
The Daily Banter,thedailybanter.co.uk,-23,HIGH
The Daily Buzz,www.the-daily.buzz,-19,HIGH
The Daily Citizen (Dalton),www.daltondailycitizen.com,7,HIGH
The Daily Citizen (Dalton),daltondailycitizen.co.uk,7,HIGH
The Daily Climate,www.dailyclimate.org,-12,HIGH
The Daily Defender,www.thedailydefender.com,27,MIXED
The Daily Defender,thedailydefender.co.uk,27,MIXED
The Daily Gazette,www.dailygazette.com,-4,HIGH
The Daily Gazette,dailygazette.co.uk,-4,HIGH
The Daily Liberator,www.thedailyliberator.com,24,MIXED
The Daily Liberator,thedailyliberator.co.uk,24,MIXED
The Daily News (Longview),www.tdn.com,-5,HIGH
The Daily News (Longview),tdn.co.uk,-5,HIGH
The Daily News (Longview),www.tdn.com,-5,HIGH
The Daily News (Longview),tdn.co.uk,-5,HIGH
The Daily Northwestern,www.dailynorthwestern.com,-4,HIGH
The Daily Northwestern,dailynorthwestern.co.uk,-4,HIGH
The Daily Progress,www.dailyprogress.com,-2,HIGH
The Daily Progress,dailyprogress.co.uk,-2,HIGH
The Daily Tarheel,www.dailytarheel.com,-12,HIGH
The Daily Tarheel,dailytarheel.co.uk,-12,HIGH
The Daily Telegraph (Australia),www.dailytelegraph.com.au,22,MIXED
The Daily Vox,www.thedailyvox.co.za,-21,HIGH
The Daily Wire,www.dailywire.com,29,MIXED
The Daily Wire,dailywire.co.uk,29,MIXED
The Day (New London),www.theday.com,-3,HIGH
The Day (New London),theday.co.uk,-3,HIGH
The Defcon Warning System,www.defconwarningsystem.com,1,HIGH
The Defcon Warning System,defconwarningsystem.co.uk,1,HIGH
The Democratic Hub,www.democratichub.com,-28,MIXED
The Democratic Hub,democratichub.co.uk,-28,MIXED
The Des Moines Register,www.desmoinesregister.com,-4,HIGH
The Des Moines Register,desmoinesregister.co.uk,-4,HIGH
The Diplomat Magazine,www.thediplomat.com,0,HIGH
The Diplomat Magazine,thediplomat.co.uk,0,HIGH
The EC Journal,www.theecjournal.com,8,MIXED
The EC Journal,theecjournal.co.uk,8,MIXED
The Economic Times,www.economictimes.indiatimes.com,-8,HIGH
The Economic Times,economictimes.indiatimes.co.uk,-8,HIGH
The Economist,www.economist.com,1,HIGH
The Economist,economist.co.uk,1,HIGH
The Elkhart Truth,www.elkharttruth.com,-2,HIGH
The Elkhart Truth,elkharttruth.co.uk,-2,HIGH
The Epoch Times,www.theepochtimes.com,13,HIGH
The Epoch Times,theepochtimes.co.uk,13,HIGH
The Establishment,www.theestablishment.co,-23,HIGH
The European Council on Foreign Relations (ECFR),www.ecfr.eu,-14,HIGH
The Fake News Codex,www.fakenewscodex.com,-1,HIGH
The Fake News Codex,fakenewscodex.co.uk,-1,HIGH
The Federalist,www.thefederalist.com,27,HIGH
The Federalist,thefederalist.co.uk,27,HIGH
The Fifth Column,www.thefifthcolumnnews.com,-15,MIXED
The Fifth Column,thefifthcolumnnews.co.uk,-15,MIXED
The Fiscal Times,www.thefiscaltimes.com,11,HIGH
The Fiscal Times,thefiscaltimes.co.uk,11,HIGH
The Florida Squeeze,www.thefloridasqueeze.com,-21,MIXED
The Florida Squeeze,thefloridasqueeze.co.uk,-21,MIXED
The Forward,www.forward.com,-12,HIGH
The Forward,forward.co.uk,-12,HIGH
The Frisky,www.thefrisky.com,-20,HIGH
The Frisky,thefrisky.co.uk,-20,HIGH
The Fucking News,www.thefingnews.com,-23,HIGH
The Fucking News,thefingnews.co.uk,-23,HIGH
The Gazette (Cedar Rapids),www.thegazette.com,11,HIGH
The Gazette (Cedar Rapids),thegazette.co.uk,11,HIGH
The Globe and Mail,www.theglobeandmail.com,7,HIGH
The Globe and Mail,theglobeandmail.co.uk,7,HIGH
The Guardian,www.theguardian.com,-14,HIGH
The Guardian,theguardian.co.uk,-14,HIGH
The Hartford Courant,www.courant.com,-12,HIGH
The Hartford Courant,courant.co.uk,-12,HIGH
The Hayride,www.thehayride.com,28,HIGH
The Hayride,thehayride.co.uk,28,HIGH
The Herald (Everett),www.heraldnet.com,-8,HIGH
The Herald (Everett),heraldnet.co.uk,-8,HIGH
The Herald Journal (Utah),www.news.hjnews.com,0,HIGH
The Herald Journal (Utah),news.hjnews.co.uk,0,HIGH
The Herald-Sun (Durham/North Carolina),www.heraldsun.com,-5,HIGH
The Herald-Sun (Durham/North Carolina),heraldsun.co.uk,-5,HIGH
The Hill,www.thehill.com,-8,HIGH
The Hill,thehill.co.uk,-8,HIGH
The Hindu Business Line,www.thehindubusinessline.com,7,HIGH
The Hindu Business Line,thehindubusinessline.co.uk,7,HIGH
The Hindu,www.newsite.thehindu.com,-8,HIGH
The Hindu,newsite.thehindu.co.uk,-8,HIGH
The Humanist Magazine,www.thehumanist.com,-5,HIGH
The Humanist Magazine,thehumanist.co.uk,-5,HIGH
The Independent Review,www.independent.org,6,HIGH
The Independent,www.independent.co.uk,-15,HIGH
The Indian Express,www.indianexpress.com,-3,HIGH
The Indian Express,indianexpress.co.uk,-3,HIGH
The Intellectualist,www.theintellectualist.co,-20,HIGH
The Intercept,www.theintercept.com,-17,HIGH
The Intercept,theintercept.co.uk,-17,HIGH
The Irish Times,www.irishtimes.com,-8,HIGH
The Irish Times,irishtimes.co.uk,-8,HIGH
The Irrawaddy,www.irrawaddy.com,-13,HIGH
The Irrawaddy,irrawaddy.co.uk,-13,HIGH
The Jack News,www.thejacknews.com,9,HIGH
The Jack News,thejacknews.co.uk,9,HIGH
The Jakarta Post,www.thejakartapost.com,-2,HIGH
The Jakarta Post,thejakartapost.co.uk,-2,HIGH
The Jamestown Foundation,www.jamestown.org,11,HIGH
The Japan News,www.the-japan-news.com,8,HIGH
The Japan News,the-japan-news.co.uk,8,HIGH
The Jerusalem Post,www.jpost.com,-3,HIGH
